FechaAnalisis,NombreCooperativa,SUFICIENCIA_PATRIMONIAL,PATRIMONIO_RESULTADOS_ACTIVOS_INMOVILIZADOS,ESTRUCTURA_CALIDAD_ACTIVOS,ACTIVOS_IMPRODUCTIVOS_NETOS_TOTAL_ACTIVOS,ACTIVOS_PRODUCTIVOS_TOTAL_ACTIVOS,ACTIVOS_PRODUCTIVOS_PASIVOS_CON_COSTO,INDICES_DE_MOROSIDAD,MOROSIDAD_CREDITO_COMERCIAL_PRIORITARIO,MOROSIDAD_CREDITO_CONSUMO_PRIORITARIO_,MOROSIDAD_CARTERA_CREDITO_INMOBILIARIO,MOROSIDAD_CARTERA_MICROCREDITO,MOROSIDAD_CARTERA_CREDITO_PRODUCTIVO,MOROSIDAD_CARTERA_CREDITO_COMERCIAL_ORDINARIO,MOROSIDAD_CARTERA_CONSUMO_ORDINARIO,MOROSIDAD_CARTERA_VIVIENDA_INTERES_PUBLICO,MOROSIDAD_CARTERA_CREDITO_EDUCATIVO,MOROSIDAD_CARTERA_TOTAL,COBERTURA_PROVISIONES_CARTERA_IMPRODUCTIVA,COBERTURA_CARTERA_CREDITOS_COMERCIAL_PRIORITARIO,COBERTURA_CARTERA_CREDITOS_CONSUMO_PRIORITARIO,COBERTURA_CARTERA_CREDITO_INMOBILIARIO,COBERTURA_CARTERA_MICROCREDITO,COBERTURA_CARTERA_CREDITO_PRODUCTIVO,COBERTURA_CARTERA_CREDITO_COMERCIAL_ORDINARIO,COBERTURA_CARTERA_CONSUMO_ORDINARIO,COBERTURA_CARTERA_VIVIENDA_INTERES_PUBLICO,COBERTURA_CARTERA_CREDITO_EDUCATIVO,COBERTURA_CARTERA_PROBLEMATICA,EFICIENCIA_MICROECONOMICA,GASTOS_OPERACION_ESTIMADOS_TOTAL_ACTIVO_PROMEDIO,GASTOS_OPERACION_MARGEN_FINANCIERO,GASTOS_PERSONAL_ESTIMADOS_ACTIVO_PROMEDIO,RENTABILIDAD,RESULTADOS_EJERCICIO_PATRIMONIO_PROMEDIO,RESULTADOS_EJERCICIO_ACTIVO_PROMEDIO,INTERMEDIACION_FINANCIERA,CARTERA_BRUTA_DEPOSITOS_ALA_VISTA_DEPOSITOS_A_PLAZO,EFICIENCIA_FINANCIERA,MARGEN_DE_INTERMEDIACION_ESTIMADO_PATRIMONIO_PROMEDIO,MARGEN_DE_INTERMEDIACION_ESTIMADO_ACTIVO_PROMEDIO,RENDIMIENTO_CARTERA,RENDIMIENTO_CARTERA_CREDITOS_COMERCIAL_PRIORITARIO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITOS_CONSUMO_PRIORITARIO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_INMOBILIARIO_POR_VENCER,RENDIMIENTO_CARTERA_MICROCREDITO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_PRODUCTIVO_POR_VENCER,RENDIMIENTO_CARTERA_VIVIENDA_DE_INTERES_PUBLICO_POR_VENCER,RENDIMIENTO_CARTERA_CREDITO_EDUCATIVO_POR_VENCER,CARTERAS_CREDITOS_REFINANCIADAS,CARTERAS_CREDITOS_REESTRUCTURADAS,CARTERA_POR_VENCER_TOTAL,LIQUIDEZ,FONDOS_DISPONIBLES_TOTAL_DEPOSITOS_A_CORTO_PLAZO,SOLVENCIA,SOLVENCIA_PATRIMONIAL,VULNERABILIDAD_PATRIMONIO,CARTERA_IMPRODUCTIVA_DESCUBIERTA_PATRIMONIO_RESULTADOS,CARTERA_IMPRODUCTIVA_PATRIMONIO_DIC,PATRIMONIO_RESULTADOS_INGRESOS_EXTRAORDINARIOS_ACTIVOS_TOTALES,ACTIVOS_IMPRODUCTIVOS_ACTIVOS_TOTALES,INDICE_DE_CAPITALIZACION_NETO
2020-03-31,DE LA PEQUEÑA EMPRESA BIBLIAN LTDA,0.0,2.53,0.0,0.07,0.93,1.13,0.0,0.0,0.09,0.05,0.16,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.54,0.62,0.67,0.0,0.0,0.31,0.0,0.0,0.59,0.0,0.03,0.78,0.01,0.0,0.05,0.01,0.0,0.97,0.0,0.05,0.01,0.0,0.11,0.14,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.23,0.0,0.2,0.0,0.2,0.49,0.15,1.07,0.14
2020-03-31,DE LA PEQUEÑA EMPRESA DE COTOPAXI LTDA,0.0,5.88,0.0,0.04,0.96,1.26,0.0,0.14,0.05,0.04,0.08,0.0,0.0,0.05,0.0,0.0,0.07,0.0,0.22,0.76,0.47,0.8,0.0,0.0,0.91,0.0,0.0,0.95,0.0,0.03,0.62,0.01,0.0,0.09,0.02,0.0,1.12,0.0,0.09,0.02,0.0,0.1,0.15,0.1,0.17,0.0,0.0,0.0,0.03,0.15,0.16,0.0,0.25,0.0,0.26,0.0,0.01,0.26,0.2,1.04,0.19
2020-03-31,DE LA PEQUEÑA EMPRESA DE PASTAZA LTDA,0.0,3.12,0.0,0.08,0.92,1.18,0.0,0.0,0.02,0.03,0.05,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,1.31,0.26,0.56,0.0,0.0,1.08,0.0,0.0,0.72,0.0,0.04,0.69,0.02,0.0,0.08,0.01,0.0,1.1,0.0,0.11,0.02,0.0,0.0,0.16,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.32,0.0,0.23,0.0,0.04,0.16,0.19,1.08,0.17
2020-03-31,DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,0.0,7.44,0.0,0.03,0.97,1.32,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.03,0.95,0.01,0.0,0.01,0.0,0.0,1.62,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.31,0.0,0.28,0.0,0.0,0.09,0.24,1.03,0.23
2020-03-31,EL SAGRARIO LTDA,0.0,6.07,0.0,0.03,0.97,1.23,0.0,0.06,0.03,0.01,0.06,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.68,1.36,0.77,0.98,0.0,0.0,0.72,0.0,0.0,1.06,0.0,0.03,0.69,0.02,0.0,0.08,0.01,0.0,0.86,0.0,0.09,0.02,0.0,0.11,0.15,0.11,0.17,0.0,0.0,0.0,0.09,0.16,0.14,0.0,0.23,0.0,0.28,0.0,0.0,0.13,0.18,1.03,0.17
2020-03-31,ERCO LTDA,0.0,4.43,0.0,0.05,0.95,1.2,0.0,0.0,0.05,0.08,0.05,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,1.08,0.67,1.21,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.05,1.3,0.03,0.0,0.02,0.0,0.0,1.22,0.0,-0.07,-0.01,0.0,0.0,0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.0,0.2,0.0,0.0,0.24,0.16,1.05,0.15
2020-03-31,FERNANDO DAQUILEMA,0.0,2.07,0.0,0.06,0.94,1.09,0.0,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.07,1.6,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,1.03,0.04,0.0,0.04,0.0,0.0,1.01,0.0,-0.02,0.0,0.0,0.0,0.16,0.11,0.2,0.11,0.0,0.0,0.0,0.0,0.19,0.0,0.33,0.0,0.13,0.0,0.0,0.32,0.11,1.06,0.1
2020-03-31,JARDIN AZUAYO LTDA,0.0,7.52,0.0,0.04,0.96,1.15,0.0,0.04,0.04,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.11,1.66,1.53,1.34,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.04,0.82,0.02,0.0,0.04,0.01,0.0,1.06,0.0,0.06,0.01,0.0,0.11,0.14,0.09,0.14,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.27,0.0,0.18,0.0,0.0,0.26,0.14,1.04,0.13
2020-03-31,JUVENTUD ECUATORIANA PROGRESISTA LTDA,0.0,1.54,0.0,0.1,0.9,1.04,0.0,0.0,0.04,0.01,0.07,0.0,0.0,0.03,0.0,0.0,0.04,0.0,2.5,0.65,0.78,1.08,0.0,0.0,0.75,0.0,0.0,0.84,0.0,0.05,0.98,0.02,0.0,0.05,0.0,0.0,0.85,0.0,0.01,0.0,0.0,0.1,0.15,0.1,0.18,0.0,0.0,0.0,0.17,0.12,0.15,0.0,0.2,0.0,0.13,0.0,0.04,0.28,0.1,1.1,0.09
2020-03-31,KULLKI WASI LTDA,0.0,2.51,0.0,0.06,0.94,1.13,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,1.33,0.0,1.04,0.0,0.0,1.78,0.0,0.0,1.07,0.0,0.07,0.8,0.04,0.0,0.1,0.01,0.0,1.21,0.0,0.14,0.02,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.19,0.21,0.2,0.0,0.14,0.0,0.15,0.0,0.0,0.46,0.14,1.06,0.13
2020-03-31,MUSHUC RUNA LTDA,0.0,1.76,0.0,0.11,0.89,1.12,0.0,0.19,0.1,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.41,0.61,0.61,0.92,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.06,1.0,0.02,0.0,0.04,0.01,0.0,1.01,0.0,0.0,0.0,0.0,0.1,0.14,0.1,0.19,0.0,0.0,0.0,0.0,0.19,0.17,0.0,0.26,0.0,0.22,0.0,0.07,0.4,0.17,1.11,0.15
2020-03-31,ONCE DE JUNIO LTDA,0.0,1.35,0.0,0.1,0.9,1.05,0.0,0.0,0.13,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.51,0.85,0.69,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.04,1.2,0.02,0.0,0.01,0.0,0.0,0.99,0.0,-0.06,-0.01,0.0,0.0,0.15,0.11,0.17,0.0,0.0,0.0,0.16,0.15,0.16,0.0,0.31,0.0,0.15,0.0,0.3,0.78,0.12,1.1,0.11
2020-03-31,OSCUS LTDA,0.0,4.08,0.0,0.04,0.96,1.14,0.0,0.03,0.03,0.03,0.06,0.0,0.0,0.02,0.0,0.0,0.05,0.0,1.17,2.11,0.55,1.31,0.0,0.0,3.11,0.0,0.0,1.35,0.0,0.04,0.99,0.02,0.0,0.02,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.12,0.15,0.1,0.18,0.0,0.0,0.0,0.07,0.22,0.16,0.0,0.26,0.0,0.18,0.0,0.0,0.25,0.13,1.04,0.12
2020-03-31,PABLO MUÑOZ VEGA LTDA,0.0,2.5,0.0,0.05,0.95,1.13,0.0,0.0,0.05,0.01,0.1,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,1.08,1.95,0.55,0.0,0.0,0.41,0.0,0.0,0.68,0.0,0.04,1.17,0.02,0.0,0.07,0.01,0.0,1.1,0.0,-0.04,-0.01,0.0,0.0,0.14,0.1,0.15,0.0,0.0,0.0,0.1,0.0,0.14,0.0,0.15,0.0,0.15,0.0,0.14,0.43,0.12,1.05,0.11
2020-03-31,PILAHUIN TIO LTDA,0.0,1.15,0.0,0.13,0.87,1.02,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.68,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.05,0.76,0.03,0.0,0.15,0.02,0.0,0.96,0.0,0.15,0.02,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.3,0.0,0.14,0.0,0.19,0.68,0.12,1.13,0.11
2020-03-31,POLICIA NACIONAL LTDA,0.0,2.32,0.0,0.1,0.9,1.14,0.0,0.18,0.04,0.03,0.24,0.02,0.0,0.15,0.0,0.0,0.05,0.0,0.97,0.94,0.63,0.65,0.45,0.0,0.81,0.0,0.0,0.85,0.0,0.04,0.91,0.01,0.0,0.04,0.01,0.0,0.98,0.0,0.02,0.0,0.0,0.07,0.15,0.1,0.16,0.11,0.05,0.0,0.1,0.09,0.15,0.0,0.34,0.0,0.2,0.0,0.04,0.23,0.17,1.1,0.15
2020-03-31,RIOBAMBA LTDA,0.0,4.83,0.0,0.05,0.95,1.21,0.0,0.05,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.41,0.97,0.51,0.6,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.04,0.73,0.02,0.0,0.08,0.01,0.0,0.91,0.0,0.08,0.01,0.0,0.11,0.15,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.23,0.0,0.05,0.15,0.17,1.05,0.17
2020-03-31,SAN FRANCISCO LTDA,0.0,12.45,0.0,0.02,0.98,1.26,0.0,0.08,0.02,0.06,0.07,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.25,0.97,0.64,2.0,0.0,0.0,0.95,0.0,0.0,1.64,0.0,0.04,0.55,0.02,0.0,0.13,0.02,0.0,0.93,0.0,0.18,0.03,0.0,0.11,0.16,0.1,0.18,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.38,0.0,0.25,0.0,0.0,0.18,0.18,1.02,0.18
2020-03-31,SAN JOSE LTDA,0.0,12.05,0.0,0.02,0.98,1.2,0.0,0.0,0.02,0.01,0.09,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,2.58,2.05,1.25,0.0,0.0,1.3,0.0,0.0,1.6,0.0,0.03,0.79,0.02,0.0,0.07,0.01,0.0,0.89,0.0,0.06,0.01,0.0,0.0,0.15,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.32,0.0,0.21,0.0,0.0,0.22,0.15,1.02,0.15
2020-03-31,SANTA ROSA LTDA,0.0,2.08,0.0,0.11,0.89,1.15,0.0,0.0,0.08,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.0,19864.26,0.78,0.06,0.75,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.06,1.15,0.02,0.0,-0.01,0.0,0.0,1.16,0.0,-0.04,-0.01,0.0,0.09,0.13,0.08,0.13,0.0,0.0,0.0,0.21,0.0,0.13,0.0,0.24,0.0,0.23,0.0,0.08,0.36,0.2,1.11,0.18
2020-03-31,TULCAN LTDA,0.0,4.53,0.0,0.04,0.96,1.19,0.0,0.0,0.03,0.01,0.04,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,1.34,1.39,2.03,0.0,0.0,1.26,0.0,0.0,1.6,0.0,0.03,0.69,0.02,0.0,0.08,0.01,0.0,1.02,0.0,0.11,0.02,0.0,0.0,0.15,0.1,0.18,0.0,0.0,0.0,0.16,0.17,0.15,0.0,0.24,0.0,0.19,0.0,0.0,0.15,0.15,1.04,0.14
2020-03-31,VICENTINA MANUEL ESTEBAN GODOY ORTEGA LTDA,0.0,3.53,0.0,0.12,0.88,1.11,0.0,0.14,0.06,0.04,0.1,0.55,0.0,0.0,0.0,0.0,0.08,0.0,0.28,0.97,0.33,0.53,1.01,0.0,0.0,0.0,0.0,0.9,0.0,0.04,1.07,0.01,0.0,0.03,0.0,0.0,0.88,0.0,-0.01,0.0,0.0,0.1,0.14,0.11,0.15,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.26,0.0,0.22,0.0,0.03,0.34,0.17,1.12,0.15
2020-04-30,15 DE ABRIL LTDA,0.0,1.79,0.0,0.11,0.89,1.14,0.0,0.28,0.04,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.05,1.44,0.84,1.08,0.0,0.0,4.51,0.0,0.0,1.13,0.0,0.06,1.09,0.03,0.0,0.09,0.02,0.0,1.04,0.0,-0.03,0.0,0.0,0.07,0.14,0.11,0.17,0.0,0.0,0.0,0.14,0.14,0.15,0.0,0.22,0.0,0.22,0.0,0.0,0.32,0.17,1.11,0.15
2020-04-30,23 DE JULIO LTDA,0.0,2.76,0.0,0.07,0.93,1.14,0.0,0.02,0.05,0.08,0.1,0.0,0.0,0.06,0.0,0.0,0.07,0.0,1.67,0.99,0.65,0.83,0.0,0.0,0.81,0.0,0.0,1.08,0.0,0.04,0.8,0.02,0.0,0.06,0.01,0.0,1.03,0.0,0.07,0.01,0.0,0.11,0.15,0.1,0.19,0.0,0.0,0.0,0.14,0.18,0.16,0.0,0.22,0.0,0.2,0.0,0.0,0.31,0.16,1.07,0.15
2020-04-30,29 DE OCTUBRE LTDA,0.0,1.72,0.0,0.09,0.91,1.07,0.0,0.0,0.05,0.02,0.18,0.0,0.91,0.26,0.0,0.0,0.1,0.0,3.15,0.91,0.59,0.82,0.0,0.06,0.51,0.0,0.0,0.71,0.0,0.04,1.39,0.02,0.0,0.02,0.0,0.0,0.84,0.0,-0.09,-0.01,0.0,0.07,0.15,0.1,0.18,0.0,0.0,0.0,0.09,0.12,0.15,0.0,0.3,0.0,0.17,0.0,0.17,0.57,0.12,1.09,0.11
2020-04-30,ALIANZA DEL VALLE LTDA,0.0,23.32,0.0,0.01,0.99,1.21,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.78,7334.48,1.1,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.03,0.56,0.01,0.0,0.12,0.02,0.0,1.14,0.0,0.16,0.03,0.0,0.0,0.13,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.0,0.2,0.0,0.0,0.26,0.16,1.01,0.16
2020-04-30,AMBATO LTDA,0.0,2.1,0.0,0.08,0.92,1.1,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.29,0.0,0.0,0.07,0.0,0.0,0.71,0.0,0.6,0.0,0.0,0.58,0.0,0.0,0.62,0.0,0.05,0.78,0.02,0.0,0.08,0.01,0.0,1.03,0.0,0.1,0.01,0.0,0.11,0.15,0.11,0.18,0.0,0.0,0.0,0.0,0.32,0.17,0.0,0.27,0.0,0.16,0.0,0.16,0.43,0.14,1.08,0.13
2020-04-30,ANDALUCIA LTDA,0.0,4.07,0.0,0.04,0.96,1.17,0.0,0.0,0.04,0.02,0.09,0.0,0.0,0.04,0.0,0.0,0.05,0.0,0.0,1.1,0.45,1.02,0.0,0.0,0.79,0.0,0.0,1.02,0.0,0.04,0.97,0.02,0.0,0.04,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.14,0.09,0.14,0.0,0.0,0.0,0.12,0.12,0.14,0.0,0.24,0.0,0.17,0.0,0.0,0.28,0.13,1.04,0.13
